"aerolinea","origen","destino","dia","mes","anio","genero","razon","estancia","transporte","conexion","tiempoEspera"
"Volaris","PDX","SJC",3,12,2023,"Hombre","Vuelta a casa","Hotel","Recogida","Es de conexion",132
"VivaAerobus","JFK","LAX",10,9,2023,"Mujer","Vacaciones/placer","Hotel","Renta de autos","Es de conexion",59
"Interjet","GDL","SJC",8,10,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","No es de conexion",203
"Interjet","LAX","PDX",7,3,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Recogida","Es de conexion",239
"VivaAerobus","LAX","JFK",15,1,2023,"Hombre","Trabajo","Hotel","Recogida","No es de conexion",145
"Aeroméxico","JFK","GDL",22,12,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Recogida","Es de conexion",229
"VivaAerobus","LAX","PDX",29,12,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Auto propio","No es de conexion",38
"VivaAerobus","LAX","JFK",3,10,2023,"Hombre","Vacaciones/placer","Hotel","Renta de autos","Es de conexion",162
"Volaris","GDL","JFK",24,4,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","Es de conexion",44
"Aeroméxico","GDL","LAX",2,11,2023,"Hombre","Vuelta a casa","Hotel","Recogida","No es de conexion",207
"Aeroméxico","JFK","SJC",18,12,2023,"Hombre","Vacaciones/placer","Hotel","Recogida","No es de conexion",229
"VivaAerobus","PDX","SJC",7,2,2023,"Hombre","Trabajo","Casa","Renta de autos","No es de conexion",44
"Interjet","JFK","SJC",17,6,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","Es de conexion",34
"Volaris","GDL","SJC",24,12,2023,"Hombre","Trabajo","Casa","Recogida","No es de conexion",58
"Aeromar","JFK","PDX",9,11,2023,"Mujer","Vuelta a casa","Hotel","Taxi del aeropuerto","Es de conexion",164
"Aeroméxico","GDL","LAX",5,3,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",87
"Aeroméxico","PDX","LAX",24,3,2023,"Hombre","Vacaciones/placer","Casa","Auto propio","No es de conexion",34
"Interjet","JFK","SJC",11,3,2023,"Mujer","Vuelta a casa","Hotel","Transporte público","No es de conexion",220
"Aeromar","SJC","LAX",26,7,2023,"Mujer","Vuelta a casa","Hotel","Recogida","No es de conexion",150
"Interjet","SJC","PDX",29,2,2023,"Mujer","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",193
"Interjet","JFK","SJC",1,9,2023,"Hombre","Vuelta a casa","Hotel","Renta de autos","No es de conexion",159
"Volaris","GDL","LAX",14,5,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","No es de conexion",80
"Interjet","LAX","PDX",6,6,2023,"Mujer","Vuelta a casa","Casa","Transporte público","Es de conexion",144
"VivaAerobus","LAX","SJC",25,7,2023,"Hombre","Trabajo","Casa","Transporte público","No es de conexion",39
"Aeromar","SJC","JFK",4,1,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Recogida","No es de conexion",46
"VivaAerobus","LAX","SJC",21,11,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Renta de autos","Es de conexion",88
"Aeromar","LAX","PDX",12,10,2023,"Mujer","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",144
"Aeromar","PDX","LAX",29,9,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Transporte público","Es de conexion",162
"Aeromar","SJC","JFK",27,10,2023,"Hombre","Vuelta a casa","Casa","Transporte público","No es de conexion",136
"Aeroméxico","GDL","LAX",16,8,2023,"Hombre","Trabajo","Hotel","Renta de autos","No es de conexion",134
"VivaAerobus","LAX","JFK",16,9,2023,"Hombre","Vacaciones/placer","Casa","Transporte público","Es de conexion",141
"Volaris","PDX","JFK",20,1,2023,"Mujer","Vacaciones/placer","Casa","Transporte público","No es de conexion",175
"VivaAerobus","PDX","LAX",20,7,2023,"Prefiero no decirlo","Trabajo","Hotel","Recogida","Es de conexion",93
"Aeromar","PDX","SJC",2,1,2023,"Mujer","Vacaciones/placer","Hotel","Transporte público","No es de conexion",120
"Aeroméxico","GDL","PDX",1,9,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Auto propio","No es de conexion",32
"Aeromar","GDL","PDX",13,2,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",131
"Interjet","JFK","LAX",3,3,2023,"Mujer","Vacaciones/placer","Casa","Recogida","No es de conexion",206
"Interjet","GDL","JFK",25,7,2023,"Hombre","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",38
"Aeroméxico","SJC","PDX",17,8,2023,"Hombre","Trabajo","Amigos","Renta de autos","Es de conexion",145
"Interjet","GDL","SJC",1,7,2023,"Hombre","Trabajo","Amigos","Renta de autos","No es de conexion",139
"Aeromar","GDL","JFK",6,7,2023,"Hombre","Trabajo","Casa","Renta de autos","No es de conexion",128
"Volaris","SJC","GDL",12,12,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Transporte público","Es de conexion",72
"Volaris","SJC","PDX",25,8,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Transporte público","Es de conexion",118
"Volaris","GDL","PDX",19,5,2023,"Hombre","Vacaciones/placer","Amigos","Transporte público","Es de conexion",199
"Volaris","GDL","PDX",10,6,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","No es de conexion",38
"Aeromar","PDX","GDL",22,2,2023,"Hombre","Vacaciones/placer","Casa","Transporte público","Es de conexion",187
"Volaris","LAX","PDX",28,3,2023,"Mujer","Trabajo","Casa","Auto propio","Es de conexion",120
"Volaris","JFK","LAX",26,6,2023,"Prefiero no decirlo","Trabajo","Hotel","Recogida","No es de conexion",33
"Volaris","JFK","SJC",16,3,2023,"Prefiero no decirlo","Trabajo","Hotel","Transporte público","Es de conexion",34
"VivaAerobus","JFK","SJC",9,6,2023,"Mujer","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",91
"Aeromar","SJC","JFK",20,2,2023,"Mujer","Vacaciones/placer","Amigos","Auto propio","No es de conexion",40
"Aeromar","JFK","SJC",12,11,2023,"Mujer","Trabajo","Hotel","Auto propio","No es de conexion",59
"Interjet","JFK","SJC",3,11,2023,"Hombre","Vacaciones/placer","Casa","Transporte público","No es de conexion",75
"Aeroméxico","JFK","LAX",7,5,2023,"Mujer","Vuelta a casa","Amigos","Auto propio","No es de conexion",230
"VivaAerobus","GDL","LAX",17,11,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Transporte público","No es de conexion",56
"Interjet","GDL","JFK",19,3,2023,"Prefiero no decirlo","Trabajo","Casa","Transporte público","No es de conexion",211
"Aeroméxico","JFK","GDL",28,1,2023,"Prefiero no decirlo","Trabajo","Amigos","Auto propio","No es de conexion",222
"Volaris","GDL","PDX",23,1,2023,"Mujer","Vuelta a casa","Amigos","Transporte público","Es de conexion",229
"Interjet","GDL","PDX",8,5,2023,"Hombre","Trabajo","Hotel","Renta de autos","No es de conexion",126
"Aeromar","LAX","JFK",24,6,2023,"Mujer","Vuelta a casa","Casa","Transporte público","No es de conexion",70
"Volaris","GDL","JFK",24,11,2023,"Mujer","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",53
"Interjet","GDL","LAX",21,3,2023,"Mujer","Vuelta a casa","Amigos","Taxi del aeropuerto","Es de conexion",121
"VivaAerobus","PDX","SJC",23,8,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Renta de autos","No es de conexion",122
"Interjet","JFK","LAX",3,6,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Transporte público","Es de conexion",210
"Aeromar","LAX","SJC",20,9,2023,"Mujer","Trabajo","Amigos","Auto propio","Es de conexion",42
"Interjet","GDL","SJC",14,10,2023,"Mujer","Trabajo","Hotel","Transporte público","Es de conexion",176
"Aeroméxico","LAX","PDX",6,5,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",44
"Aeromar","SJC","JFK",12,9,2023,"Prefiero no decirlo","Trabajo","Amigos","Renta de autos","No es de conexion",201
"Aeromar","LAX","SJC",1,2,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Transporte público","Es de conexion",59
"Aeroméxico","GDL","PDX",1,11,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Recogida","Es de conexion",224
"VivaAerobus","GDL","JFK",14,9,2023,"Hombre","Vuelta a casa","Casa","Auto propio","Es de conexion",82
"Aeromar","SJC","LAX",23,6,2023,"Hombre","Vacaciones/placer","Amigos","Transporte público","Es de conexion",138
"Aeromar","PDX","JFK",12,1,2023,"Mujer","Vuelta a casa","Casa","Auto propio","No es de conexion",221
"VivaAerobus","JFK","PDX",28,8,2023,"Mujer","Vuelta a casa","Amigos","Transporte público","No es de conexion",182
"VivaAerobus","JFK","PDX",27,5,2023,"Mujer","Trabajo","Amigos","Auto propio","No es de conexion",77
"Aeromar","GDL","LAX",3,2,2023,"Hombre","Vuelta a casa","Hotel","Recogida","Es de conexion",240
"Interjet","GDL","SJC",2,4,2023,"Mujer","Vuelta a casa","Casa","Recogida","Es de conexion",48
"VivaAerobus","JFK","SJC",15,1,2023,"Mujer","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",33
"Interjet","JFK","LAX",18,2,2023,"Mujer","Vuelta a casa","Amigos","Taxi del aeropuerto","Es de conexion",94
"Aeroméxico","PDX","JFK",9,1,2023,"Prefiero no decirlo","Trabajo","Hotel","Auto propio","Es de conexion",200
"VivaAerobus","JFK","SJC",2,2,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Taxi del aeropuerto","Es de conexion",51
"Aeroméxico","LAX","PDX",23,3,2023,"Mujer","Vuelta a casa","Hotel","Renta de autos","Es de conexion",72
"Volaris","PDX","JFK",11,1,2023,"Hombre","Vuelta a casa","Casa","Auto propio","No es de conexion",64
"Interjet","PDX","LAX",14,7,2023,"Hombre","Vuelta a casa","Casa","Auto propio","No es de conexion",228
"Interjet","JFK","LAX",19,6,2023,"Mujer","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",46
"Interjet","GDL","JFK",11,7,2023,"Mujer","Trabajo","Casa","Renta de autos","Es de conexion",53
"Volaris","SJC","PDX",22,5,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Renta de autos","Es de conexion",142
"Aeromar","PDX","SJC",20,11,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",134
"Interjet","GDL","PDX",28,1,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Transporte público","Es de conexion",118
"Aeroméxico","LAX","SJC",28,2,2023,"Mujer","Trabajo","Casa","Transporte público","Es de conexion",145
"Aeroméxico","SJC","JFK",9,12,2023,"Hombre","Trabajo","Hotel","Renta de autos","Es de conexion",158
"Aeromar","GDL","SJC",7,5,2023,"Mujer","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",72
"Interjet","LAX","GDL",22,8,2023,"Mujer","Trabajo","Casa","Transporte público","No es de conexion",59
"Volaris","GDL","PDX",28,12,2023,"Hombre","Vuelta a casa","Hotel","Recogida","Es de conexion",197
"Aeroméxico","LAX","GDL",10,7,2023,"Hombre","Vacaciones/placer","Amigos","Recogida","Es de conexion",237
"VivaAerobus","JFK","LAX",19,5,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Auto propio","Es de conexion",165
"Aeroméxico","PDX","JFK",16,4,2023,"Hombre","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",31
"Aeromar","PDX","GDL",18,9,2023,"Mujer","Vuelta a casa","Amigos","Renta de autos","No es de conexion",45
"Interjet","SJC","PDX",22,6,2023,"Hombre","Vuelta a casa","Casa","Recogida","No es de conexion",115
"Interjet","GDL","PDX",12,3,2023,"Mujer","Vacaciones/placer","Amigos","Auto propio","Es de conexion",155
"Aeromar","LAX","JFK",18,11,2023,"Mujer","Trabajo","Casa","Transporte público","No es de conexion",117
"Aeromar","JFK","PDX",20,12,2023,"Mujer","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",132
"Interjet","JFK","PDX",29,3,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Renta de autos","Es de conexion",74
"Interjet","LAX","GDL",19,4,2023,"Prefiero no decirlo","Trabajo","Hotel","Transporte público","Es de conexion",203
"Volaris","LAX","SJC",29,10,2023,"Mujer","Trabajo","Casa","Renta de autos","No es de conexion",59
"Volaris","GDL","PDX",8,1,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Taxi del aeropuerto","Es de conexion",183
"Volaris","GDL","LAX",6,5,2023,"Hombre","Vacaciones/placer","Casa","Taxi del aeropuerto","No es de conexion",228
"Aeroméxico","JFK","SJC",10,6,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",215
"Interjet","GDL","JFK",29,1,2023,"Prefiero no decirlo","Trabajo","Amigos","Auto propio","No es de conexion",216
"VivaAerobus","SJC","JFK",23,10,2023,"Hombre","Vacaciones/placer","Amigos","Transporte público","Es de conexion",86
"VivaAerobus","PDX","JFK",17,2,2023,"Hombre","Vuelta a casa","Amigos","Taxi del aeropuerto","No es de conexion",199
"Aeroméxico","PDX","SJC",3,7,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","Es de conexion",149
"Aeroméxico","GDL","LAX",8,10,2023,"Mujer","Trabajo","Casa","Auto propio","No es de conexion",62
"Aeroméxico","LAX","JFK",13,9,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","No es de conexion",237
"Aeromar","JFK","PDX",22,4,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Transporte público","Es de conexion",172
"Aeroméxico","JFK","GDL",4,12,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Transporte público","Es de conexion",67
"VivaAerobus","GDL","PDX",15,1,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Renta de autos","Es de conexion",165
"VivaAerobus","JFK","GDL",23,6,2023,"Mujer","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",200
"Interjet","SJC","PDX",4,10,2023,"Prefiero no decirlo","Trabajo","Amigos","Renta de autos","Es de conexion",54
"Aeroméxico","PDX","JFK",1,8,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Recogida","Es de conexion",179
"Volaris","LAX","JFK",3,2,2023,"Mujer","Vuelta a casa","Casa","Renta de autos","No es de conexion",119
"Aeroméxico","PDX","JFK",17,5,2023,"Hombre","Trabajo","Casa","Auto propio","Es de conexion",88
"Interjet","GDL","SJC",3,4,2023,"Prefiero no decirlo","Trabajo","Hotel","Renta de autos","No es de conexion",42
"Interjet","JFK","PDX",23,6,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Auto propio","Es de conexion",205
"VivaAerobus","PDX","GDL",25,7,2023,"Mujer","Trabajo","Amigos","Renta de autos","No es de conexion",215
"Interjet","JFK","SJC",1,5,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Transporte público","Es de conexion",126
"Aeromar","SJC","GDL",4,6,2023,"Mujer","Trabajo","Casa","Taxi del aeropuerto","Es de conexion",141
"Aeroméxico","LAX","GDL",22,10,2023,"Mujer","Vacaciones/placer","Amigos","Recogida","Es de conexion",182
"Aeroméxico","SJC","GDL",22,7,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Auto propio","No es de conexion",181
"Aeroméxico","GDL","PDX",2,6,2023,"Mujer","Trabajo","Amigos","Auto propio","Es de conexion",179
"Volaris","PDX","JFK",29,1,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",182
"VivaAerobus","PDX","SJC",1,3,2023,"Hombre","Trabajo","Amigos","Recogida","No es de conexion",180
"Aeromar","LAX","PDX",18,11,2023,"Mujer","Vacaciones/placer","Amigos","Recogida","No es de conexion",174
"Aeromar","SJC","GDL",5,1,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Transporte público","No es de conexion",59
"Volaris","PDX","SJC",19,7,2023,"Hombre","Vacaciones/placer","Casa","Transporte público","Es de conexion",196
"Interjet","SJC","PDX",1,6,2023,"Hombre","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",126
"Aeroméxico","LAX","JFK",20,12,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Renta de autos","No es de conexion",30
"VivaAerobus","SJC","GDL",22,5,2023,"Hombre","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",160
"Aeroméxico","GDL","LAX",19,9,2023,"Mujer","Trabajo","Amigos","Taxi del aeropuerto","Es de conexion",216
"Interjet","PDX","LAX",8,9,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Recogida","Es de conexion",156
"VivaAerobus","LAX","PDX",18,5,2023,"Mujer","Trabajo","Amigos","Auto propio","No es de conexion",99
"Interjet","SJC","LAX",10,4,2023,"Prefiero no decirlo","Trabajo","Hotel","Auto propio","Es de conexion",121
"VivaAerobus","LAX","JFK",5,8,2023,"Prefiero no decirlo","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",160
"Interjet","GDL","PDX",8,5,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Renta de autos","No es de conexion",176
"Aeroméxico","SJC","PDX",8,4,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Recogida","No es de conexion",91
"Aeroméxico","PDX","GDL",29,1,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",238
"Interjet","JFK","SJC",19,7,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",109
"Interjet","SJC","PDX",7,11,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Renta de autos","No es de conexion",220
"VivaAerobus","PDX","LAX",7,2,2023,"Prefiero no decirlo","Trabajo","Casa","Transporte público","Es de conexion",174
"VivaAerobus","PDX","LAX",10,3,2023,"Hombre","Vuelta a casa","Hotel","Taxi del aeropuerto","Es de conexion",237
"Aeroméxico","LAX","SJC",28,3,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Transporte público","No es de conexion",128
"Aeroméxico","PDX","LAX",8,6,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Renta de autos","Es de conexion",121
"Volaris","JFK","LAX",16,1,2023,"Mujer","Trabajo","Casa","Auto propio","No es de conexion",52
"Interjet","PDX","JFK",25,1,2023,"Prefiero no decirlo","Trabajo","Casa","Auto propio","No es de conexion",199
"Volaris","SJC","JFK",9,4,2023,"Prefiero no decirlo","Trabajo","Amigos","Renta de autos","Es de conexion",128
"Volaris","PDX","LAX",4,5,2023,"Hombre","Vuelta a casa","Hotel","Recogida","Es de conexion",118
"VivaAerobus","JFK","PDX",23,11,2023,"Mujer","Vuelta a casa","Hotel","Renta de autos","No es de conexion",149
"Aeromar","SJC","JFK",1,12,2023,"Hombre","Vacaciones/placer","Casa","Renta de autos","Es de conexion",121
"Interjet","LAX","PDX",1,3,2023,"Mujer","Vacaciones/placer","Amigos","Recogida","No es de conexion",145
"Interjet","JFK","SJC",28,6,2023,"Mujer","Vuelta a casa","Casa","Renta de autos","No es de conexion",61
"Aeroméxico","GDL","PDX",22,4,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Transporte público","No es de conexion",207
"Aeromar","PDX","GDL",19,5,2023,"Hombre","Vacaciones/placer","Casa","Auto propio","No es de conexion",239
"Interjet","PDX","GDL",13,2,2023,"Mujer","Vacaciones/placer","Casa","Transporte público","No es de conexion",71
"VivaAerobus","PDX","SJC",5,1,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Taxi del aeropuerto","Es de conexion",72
"VivaAerobus","SJC","LAX",11,9,2023,"Hombre","Vuelta a casa","Hotel","Recogida","Es de conexion",115
"VivaAerobus","LAX","SJC",14,12,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Taxi del aeropuerto","No es de conexion",134
"Aeroméxico","JFK","GDL",19,11,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","Es de conexion",152
"Volaris","SJC","JFK",26,12,2023,"Mujer","Trabajo","Casa","Taxi del aeropuerto","Es de conexion",163
"VivaAerobus","SJC","JFK",9,9,2023,"Mujer","Vacaciones/placer","Amigos","Taxi del aeropuerto","No es de conexion",182
"Aeromar","GDL","JFK",13,7,2023,"Mujer","Trabajo","Hotel","Renta de autos","Es de conexion",182
"Aeromar","GDL","SJC",9,8,2023,"Hombre","Vuelta a casa","Hotel","Transporte público","No es de conexion",34
"Volaris","LAX","SJC",19,10,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","No es de conexion",164
"Aeroméxico","LAX","PDX",8,10,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","Es de conexion",88
"Aeromar","JFK","PDX",19,4,2023,"Prefiero no decirlo","Trabajo","Hotel","Auto propio","No es de conexion",180
"Aeroméxico","GDL","JFK",23,2,2023,"Mujer","Trabajo","Hotel","Recogida","Es de conexion",111
"Interjet","PDX","JFK",8,6,2023,"Prefiero no decirlo","Trabajo","Amigos","Renta de autos","Es de conexion",105
"Interjet","GDL","SJC",22,8,2023,"Prefiero no decirlo","Trabajo","Casa","Recogida","No es de conexion",77
"Aeroméxico","PDX","JFK",3,6,2023,"Hombre","Vuelta a casa","Amigos","Recogida","No es de conexion",161
"Volaris","GDL","PDX",5,5,2023,"Hombre","Vuelta a casa","Casa","Renta de autos","Es de conexion",231
"Aeroméxico","SJC","LAX",27,10,2023,"Hombre","Vuelta a casa","Amigos","Recogida","No es de conexion",194
"Volaris","GDL","JFK",27,5,2023,"Hombre","Trabajo","Amigos","Renta de autos","Es de conexion",188
"VivaAerobus","JFK","PDX",12,1,2023,"Mujer","Trabajo","Casa","Auto propio","Es de conexion",218
"Volaris","GDL","PDX",28,2,2023,"Mujer","Trabajo","Casa","Recogida","Es de conexion",229
"Volaris","SJC","LAX",25,8,2023,"Mujer","Trabajo","Hotel","Renta de autos","No es de conexion",152
"Volaris","PDX","SJC",9,9,2023,"Hombre","Vacaciones/placer","Hotel","Transporte público","Es de conexion",186
"Volaris","LAX","GDL",19,9,2023,"Hombre","Trabajo","Casa","Auto propio","No es de conexion",121
"Interjet","PDX","SJC",23,4,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Recogida","Es de conexion",202
"VivaAerobus","PDX","GDL",6,6,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Renta de autos","No es de conexion",206
"Aeroméxico","SJC","GDL",12,10,2023,"Hombre","Vuelta a casa","Hotel","Transporte público","Es de conexion",125
"Aeroméxico","SJC","GDL",4,3,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Recogida","Es de conexion",199
"VivaAerobus","JFK","SJC",9,7,2023,"Hombre","Trabajo","Hotel","Recogida","No es de conexion",143
"Volaris","JFK","PDX",20,1,2023,"Hombre","Trabajo","Amigos","Renta de autos","No es de conexion",104
"Aeromar","JFK","PDX",8,6,2023,"Hombre","Vacaciones/placer","Hotel","Recogida","No es de conexion",196
"Aeroméxico","SJC","JFK",6,11,2023,"Hombre","Vacaciones/placer","Hotel","Auto propio","Es de conexion",31
"Aeroméxico","PDX","LAX",28,5,2023,"Mujer","Vuelta a casa","Casa","Taxi del aeropuerto","No es de conexion",138
"VivaAerobus","SJC","PDX",14,11,2023,"Mujer","Vuelta a casa","Hotel","Taxi del aeropuerto","Es de conexion",60
"Volaris","JFK","GDL",3,1,2023,"Hombre","Vacaciones/placer","Hotel","Renta de autos","No es de conexion",171
"VivaAerobus","PDX","GDL",25,12,2023,"Mujer","Trabajo","Casa","Recogida","No es de conexion",174
"Interjet","JFK","GDL",20,2,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Recogida","No es de conexion",234
"Interjet","GDL","SJC",8,10,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",175
"Volaris","SJC","LAX",10,8,2023,"Hombre","Trabajo","Hotel","Recogida","No es de conexion",57
"Aeromar","SJC","JFK",26,8,2023,"Mujer","Vacaciones/placer","Amigos","Auto propio","No es de conexion",183
"VivaAerobus","SJC","LAX",17,11,2023,"Prefiero no decirlo","Trabajo","Amigos","Auto propio","Es de conexion",147
"Aeroméxico","GDL","PDX",19,4,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","Es de conexion",147
"Volaris","JFK","SJC",10,2,2023,"Hombre","Vacaciones/placer","Amigos","Transporte público","No es de conexion",201
"Interjet","LAX","SJC",7,7,2023,"Mujer","Trabajo","Hotel","Auto propio","No es de conexion",191
"VivaAerobus","SJC","LAX",17,8,2023,"Hombre","Vuelta a casa","Hotel","Renta de autos","No es de conexion",55
"Volaris","LAX","PDX",9,2,2023,"Hombre","Vuelta a casa","Amigos","Recogida","Es de conexion",213
"Aeroméxico","SJC","GDL",3,9,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Transporte público","Es de conexion",227
"Aeroméxico","PDX","SJC",6,7,2023,"Prefiero no decirlo","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",145
"Aeromar","SJC","LAX",28,3,2023,"Prefiero no decirlo","Trabajo","Hotel","Renta de autos","Es de conexion",166
"Volaris","JFK","GDL",1,5,2023,"Mujer","Vacaciones/placer","Casa","Transporte público","No es de conexion",124
"Interjet","LAX","SJC",23,11,2023,"Mujer","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",77
"Aeroméxico","LAX","PDX",28,2,2023,"Hombre","Vacaciones/placer","Amigos","Recogida","Es de conexion",98
"Aeromar","SJC","GDL",12,5,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Recogida","Es de conexion",97
"Aeroméxico","LAX","JFK",23,1,2023,"Mujer","Vacaciones/placer","Casa","Taxi del aeropuerto","No es de conexion",201
"Interjet","JFK","GDL",16,4,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Transporte público","No es de conexion",227
"VivaAerobus","JFK","GDL",7,6,2023,"Prefiero no decirlo","Trabajo","Hotel","Transporte público","No es de conexion",127
"Volaris","PDX","SJC",10,3,2023,"Hombre","Trabajo","Casa","Recogida","Es de conexion",82
"Interjet","SJC","JFK",7,1,2023,"Hombre","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",217
"VivaAerobus","JFK","PDX",4,1,2023,"Prefiero no decirlo","Trabajo","Casa","Renta de autos","No es de conexion",180
"Volaris","LAX","JFK",26,7,2023,"Mujer","Trabajo","Hotel","Renta de autos","Es de conexion",32
"VivaAerobus","LAX","GDL",22,11,2023,"Hombre","Vuelta a casa","Casa","Renta de autos","No es de conexion",90
"Interjet","LAX","JFK",20,11,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",182
"Aeroméxico","PDX","GDL",8,4,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Recogida","Es de conexion",81
"Aeroméxico","GDL","PDX",28,6,2023,"Mujer","Trabajo","Amigos","Renta de autos","Es de conexion",38
"Aeroméxico","GDL","PDX",15,9,2023,"Hombre","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",149
"VivaAerobus","JFK","GDL",5,6,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Renta de autos","Es de conexion",149
"Volaris","JFK","LAX",25,6,2023,"Mujer","Vacaciones/placer","Casa","Transporte público","Es de conexion",87
"VivaAerobus","PDX","GDL",9,4,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Renta de autos","No es de conexion",138
"Interjet","LAX","SJC",20,5,2023,"Mujer","Vacaciones/placer","Amigos","Taxi del aeropuerto","No es de conexion",78
"Volaris","LAX","PDX",3,3,2023,"Mujer","Vacaciones/placer","Casa","Renta de autos","Es de conexion",202
"VivaAerobus","SJC","LAX",23,3,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Auto propio","Es de conexion",160
