"aerolinea","origen","destino","dia","mes","anio","genero","razon","estancia","transporte","conexion","tiempoEspera"
"Volaris","GDL","LAX",4,5,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Renta de autos","No es de conexion",59
"VivaAerobus","PDX","LAX",22,5,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",76
"Aeroméxico","GDL","PDX",3,12,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Taxi del aeropuerto","Es de conexion",96
"Aeromar","JFK","LAX",16,11,2023,"Mujer","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",166
"Aeroméxico","PDX","GDL",28,4,2023,"Prefiero no decirlo","Trabajo","Casa","Transporte público","No es de conexion",182
"Interjet","PDX","LAX",20,7,2023,"Mujer","Vacaciones/placer","Amigos","Taxi del aeropuerto","Es de conexion",39
"VivaAerobus","GDL","LAX",6,8,2023,"Mujer","Vacaciones/placer","Hotel","Recogida","Es de conexion",195
"Interjet","SJC","GDL",9,12,2023,"Mujer","Vuelta a casa","Casa","Auto propio","Es de conexion",65
"Volaris","PDX","GDL",7,10,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Auto propio","Es de conexion",167
"Aeromar","JFK","PDX",26,5,2023,"Prefiero no decirlo","Trabajo","Hotel","Recogida","No es de conexion",222
"VivaAerobus","LAX","PDX",20,9,2023,"Mujer","Vacaciones/placer","Amigos","Transporte público","Es de conexion",151
"Volaris","JFK","PDX",25,5,2023,"Prefiero no decirlo","Trabajo","Hotel","Recogida","Es de conexion",148
"Aeroméxico","JFK","PDX",3,9,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Transporte público","Es de conexion",220
"Volaris","JFK","GDL",12,7,2023,"Hombre","Trabajo","Casa","Auto propio","Es de conexion",88
"VivaAerobus","LAX","SJC",21,10,2023,"Hombre","Vuelta a casa","Hotel","Recogida","Es de conexion",198
"VivaAerobus","JFK","LAX",23,6,2023,"Mujer","Vuelta a casa","Casa","Renta de autos","No es de conexion",130
"Aeromar","LAX","JFK",26,8,2023,"Mujer","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",184
"Aeroméxico","SJC","GDL",1,6,2023,"Mujer","Vacaciones/placer","Casa","Renta de autos","Es de conexion",205
"Interjet","LAX","SJC",26,7,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Auto propio","No es de conexion",143
"VivaAerobus","JFK","GDL",3,11,2023,"Hombre","Trabajo","Casa","Auto propio","No es de conexion",47
"VivaAerobus","LAX","JFK",15,11,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",31
"Volaris","PDX","SJC",25,7,2023,"Hombre","Vacaciones/placer","Casa","Taxi del aeropuerto","No es de conexion",57
"Aeroméxico","SJC","JFK",17,9,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Recogida","No es de conexion",102
"Aeromar","PDX","LAX",1,8,2023,"Mujer","Vuelta a casa","Amigos","Transporte público","No es de conexion",42
"VivaAerobus","SJC","PDX",2,7,2023,"Hombre","Trabajo","Casa","Taxi del aeropuerto","Es de conexion",60
"Aeromar","PDX","JFK",20,12,2023,"Hombre","Trabajo","Hotel","Auto propio","No es de conexion",205
"Volaris","SJC","PDX",26,8,2023,"Hombre","Vacaciones/placer","Casa","Recogida","No es de conexion",213
"Aeromar","SJC","JFK",17,3,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Auto propio","Es de conexion",31
"Aeroméxico","SJC","LAX",1,12,2023,"Hombre","Vuelta a casa","Casa","Renta de autos","No es de conexion",94
"Aeromar","GDL","JFK",24,4,2023,"Mujer","Vuelta a casa","Casa","Recogida","No es de conexion",210
"Interjet","SJC","PDX",4,1,2023,"Mujer","Vacaciones/placer","Amigos","Auto propio","Es de conexion",161
"Aeroméxico","PDX","JFK",8,1,2023,"Hombre","Trabajo","Casa","Renta de autos","Es de conexion",231
"Aeromar","SJC","JFK",5,8,2023,"Hombre","Trabajo","Amigos","Transporte público","No es de conexion",67
"Volaris","JFK","LAX",6,2,2023,"Prefiero no decirlo","Trabajo","Casa","Taxi del aeropuerto","Es de conexion",95
"VivaAerobus","JFK","SJC",20,1,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",113
"Interjet","JFK","PDX",7,5,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Taxi del aeropuerto","No es de conexion",33
"Aeroméxico","JFK","GDL",10,5,2023,"Prefiero no decirlo","Trabajo","Casa","Renta de autos","No es de conexion",98
"Volaris","GDL","JFK",7,2,2023,"Hombre","Trabajo","Amigos","Renta de autos","No es de conexion",178
"Aeroméxico","JFK","SJC",8,3,2023,"Hombre","Vacaciones/placer","Amigos","Transporte público","Es de conexion",100
"Volaris","LAX","GDL",2,5,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","No es de conexion",53
"Volaris","SJC","LAX",12,10,2023,"Mujer","Vacaciones/placer","Hotel","Auto propio","No es de conexion",231
"Volaris","PDX","GDL",28,6,2023,"Hombre","Vacaciones/placer","Casa","Recogida","No es de conexion",68
"Volaris","JFK","SJC",8,9,2023,"Hombre","Trabajo","Amigos","Recogida","No es de conexion",180
"Aeroméxico","PDX","SJC",24,6,2023,"Hombre","Vuelta a casa","Hotel","Renta de autos","No es de conexion",203
"VivaAerobus","LAX","SJC",4,8,2023,"Mujer","Vacaciones/placer","Hotel","Transporte público","Es de conexion",160
"Aeroméxico","SJC","GDL",19,6,2023,"Prefiero no decirlo","Trabajo","Casa","Transporte público","No es de conexion",162
"Interjet","LAX","JFK",29,3,2023,"Hombre","Vuelta a casa","Amigos","Recogida","No es de conexion",197
"Volaris","SJC","PDX",16,9,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",64
"Aeroméxico","PDX","GDL",10,1,2023,"Mujer","Trabajo","Amigos","Renta de autos","No es de conexion",86
"VivaAerobus","LAX","PDX",25,5,2023,"Hombre","Trabajo","Casa","Renta de autos","No es de conexion",221
"Interjet","LAX","PDX",16,5,2023,"Mujer","Vuelta a casa","Amigos","Recogida","No es de conexion",224
"Volaris","LAX","SJC",2,11,2023,"Mujer","Trabajo","Casa","Renta de autos","Es de conexion",232
"Volaris","LAX","JFK",13,9,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Taxi del aeropuerto","No es de conexion",106
"Volaris","SJC","GDL",5,3,2023,"Mujer","Vacaciones/placer","Amigos","Taxi del aeropuerto","Es de conexion",87
"Interjet","GDL","SJC",6,11,2023,"Mujer","Vuelta a casa","Casa","Transporte público","Es de conexion",43
"VivaAerobus","LAX","PDX",3,8,2023,"Mujer","Vuelta a casa","Hotel","Recogida","No es de conexion",203
"VivaAerobus","PDX","LAX",27,12,2023,"Mujer","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",35
"Aeroméxico","LAX","GDL",28,10,2023,"Prefiero no decirlo","Trabajo","Hotel","Transporte público","No es de conexion",232
"Interjet","JFK","SJC",13,10,2023,"Hombre","Vuelta a casa","Casa","Recogida","No es de conexion",162
"Aeromar","SJC","LAX",14,7,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Auto propio","Es de conexion",218
"VivaAerobus","JFK","PDX",20,1,2023,"Mujer","Vacaciones/placer","Casa","Transporte público","Es de conexion",154
"VivaAerobus","SJC","GDL",19,1,2023,"Mujer","Trabajo","Casa","Renta de autos","No es de conexion",111
"Aeroméxico","JFK","GDL",15,11,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","Es de conexion",99
"Volaris","LAX","GDL",13,12,2023,"Mujer","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",66
"Aeroméxico","LAX","JFK",10,6,2023,"Hombre","Vacaciones/placer","Amigos","Recogida","Es de conexion",43
"Interjet","PDX","GDL",19,9,2023,"Hombre","Vuelta a casa","Hotel","Recogida","No es de conexion",61
"Aeroméxico","JFK","PDX",27,6,2023,"Hombre","Vuelta a casa","Amigos","Recogida","No es de conexion",218
"Interjet","LAX","SJC",11,2,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Auto propio","Es de conexion",81
"Aeroméxico","SJC","PDX",15,3,2023,"Hombre","Trabajo","Casa","Recogida","No es de conexion",211
"Interjet","GDL","SJC",14,8,2023,"Hombre","Vuelta a casa","Casa","Taxi del aeropuerto","Es de conexion",44
"Interjet","SJC","GDL",20,3,2023,"Mujer","Trabajo","Amigos","Auto propio","No es de conexion",154
"Aeroméxico","PDX","GDL",22,11,2023,"Mujer","Vuelta a casa","Casa","Taxi del aeropuerto","Es de conexion",201
"Volaris","GDL","SJC",17,6,2023,"Hombre","Vacaciones/placer","Amigos","Recogida","Es de conexion",211
"Volaris","SJC","JFK",9,7,2023,"Prefiero no decirlo","Trabajo","Hotel","Recogida","Es de conexion",204
"Aeroméxico","JFK","GDL",27,12,2023,"Mujer","Trabajo","Amigos","Transporte público","Es de conexion",103
"Interjet","GDL","LAX",25,11,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Recogida","No es de conexion",217
"Aeromar","SJC","LAX",2,5,2023,"Mujer","Vuelta a casa","Casa","Auto propio","No es de conexion",132
"Aeromar","SJC","PDX",10,4,2023,"Hombre","Vuelta a casa","Casa","Recogida","No es de conexion",136
"Volaris","LAX","JFK",26,3,2023,"Hombre","Vacaciones/placer","Casa","Taxi del aeropuerto","No es de conexion",47
"Interjet","SJC","LAX",28,3,2023,"Hombre","Vacaciones/placer","Amigos","Transporte público","No es de conexion",143
"Aeromar","PDX","SJC",25,7,2023,"Hombre","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",165
"Volaris","PDX","GDL",12,1,2023,"Hombre","Trabajo","Hotel","Recogida","No es de conexion",221
"VivaAerobus","SJC","GDL",4,6,2023,"Mujer","Trabajo","Casa","Transporte público","Es de conexion",144
"Aeromar","PDX","SJC",18,1,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Renta de autos","Es de conexion",34
"Aeroméxico","LAX","JFK",28,4,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Recogida","Es de conexion",183
"VivaAerobus","SJC","LAX",28,4,2023,"Mujer","Trabajo","Amigos","Recogida","Es de conexion",91
"Interjet","GDL","SJC",25,9,2023,"Hombre","Trabajo","Hotel","Renta de autos","No es de conexion",81
"Aeromar","PDX","LAX",15,9,2023,"Hombre","Trabajo","Casa","Transporte público","Es de conexion",48
"Volaris","PDX","LAX",7,5,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Renta de autos","No es de conexion",216
"Aeroméxico","GDL","JFK",23,1,2023,"Mujer","Vuelta a casa","Hotel","Recogida","Es de conexion",117
"Aeroméxico","LAX","JFK",28,7,2023,"Prefiero no decirlo","Trabajo","Hotel","Auto propio","No es de conexion",105
"Aeromar","LAX","GDL",1,8,2023,"Mujer","Vacaciones/placer","Casa","Recogida","Es de conexion",200
"Aeromar","PDX","JFK",3,6,2023,"Hombre","Trabajo","Casa","Auto propio","Es de conexion",113
"Volaris","PDX","GDL",9,2,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",146
"Aeromar","LAX","PDX",9,4,2023,"Hombre","Vacaciones/placer","Hotel","Renta de autos","No es de conexion",223
"VivaAerobus","SJC","LAX",18,4,2023,"Mujer","Vuelta a casa","Casa","Taxi del aeropuerto","No es de conexion",131
"Aeroméxico","JFK","GDL",19,2,2023,"Hombre","Vacaciones/placer","Amigos","Taxi del aeropuerto","Es de conexion",40
"VivaAerobus","JFK","SJC",5,7,2023,"Hombre","Trabajo","Amigos","Renta de autos","Es de conexion",191
"Aeromar","SJC","LAX",3,12,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Auto propio","No es de conexion",97
"VivaAerobus","PDX","GDL",20,3,2023,"Hombre","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",48
"VivaAerobus","JFK","SJC",19,4,2023,"Hombre","Trabajo","Casa","Transporte público","Es de conexion",114
"VivaAerobus","LAX","GDL",11,5,2023,"Mujer","Vuelta a casa","Casa","Auto propio","No es de conexion",156
"Aeroméxico","GDL","SJC",8,8,2023,"Prefiero no decirlo","Trabajo","Hotel","Recogida","Es de conexion",166
"Aeroméxico","LAX","JFK",20,2,2023,"Mujer","Vacaciones/placer","Casa","Transporte público","Es de conexion",176
"Aeroméxico","SJC","LAX",9,9,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Taxi del aeropuerto","Es de conexion",205
"Interjet","JFK","PDX",16,5,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Renta de autos","Es de conexion",101
"Volaris","SJC","GDL",20,7,2023,"Hombre","Trabajo","Casa","Renta de autos","Es de conexion",143
"Interjet","SJC","GDL",22,4,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Transporte público","Es de conexion",227
"Interjet","JFK","LAX",24,12,2023,"Hombre","Vacaciones/placer","Casa","Transporte público","Es de conexion",123
"VivaAerobus","GDL","JFK",18,1,2023,"Hombre","Vuelta a casa","Casa","Renta de autos","Es de conexion",67
"VivaAerobus","GDL","PDX",25,5,2023,"Mujer","Vuelta a casa","Amigos","Transporte público","No es de conexion",57
"Volaris","PDX","JFK",8,2,2023,"Mujer","Vuelta a casa","Casa","Auto propio","Es de conexion",202
"VivaAerobus","LAX","PDX",27,10,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Transporte público","Es de conexion",111
"VivaAerobus","GDL","JFK",11,4,2023,"Mujer","Vacaciones/placer","Hotel","Transporte público","Es de conexion",201
"Volaris","SJC","LAX",29,10,2023,"Mujer","Vacaciones/placer","Casa","Auto propio","No es de conexion",36
"Interjet","SJC","PDX",5,8,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","No es de conexion",167
"VivaAerobus","GDL","PDX",7,5,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Auto propio","No es de conexion",172
"Volaris","PDX","LAX",21,5,2023,"Mujer","Vacaciones/placer","Casa","Renta de autos","Es de conexion",43
"VivaAerobus","SJC","PDX",8,6,2023,"Prefiero no decirlo","Trabajo","Hotel","Transporte público","No es de conexion",69
"Volaris","SJC","JFK",24,9,2023,"Mujer","Vacaciones/placer","Casa","Renta de autos","Es de conexion",34
"Aeroméxico","PDX","JFK",19,12,2023,"Hombre","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",201
"Volaris","GDL","LAX",5,11,2023,"Prefiero no decirlo","Trabajo","Amigos","Taxi del aeropuerto","Es de conexion",103
"Interjet","SJC","JFK",27,12,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Recogida","Es de conexion",197
"VivaAerobus","SJC","JFK",20,8,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Transporte público","No es de conexion",157
"Aeroméxico","JFK","SJC",15,7,2023,"Mujer","Vuelta a casa","Hotel","Taxi del aeropuerto","Es de conexion",177
"Aeromar","GDL","PDX",2,12,2023,"Hombre","Vuelta a casa","Amigos","Recogida","No es de conexion",201
"Aeroméxico","LAX","SJC",21,10,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Taxi del aeropuerto","No es de conexion",235
"Aeromar","SJC","PDX",28,6,2023,"Mujer","Vacaciones/placer","Casa","Recogida","No es de conexion",152
"VivaAerobus","JFK","LAX",21,6,2023,"Prefiero no decirlo","Trabajo","Casa","Transporte público","Es de conexion",148
"Aeroméxico","SJC","LAX",14,8,2023,"Mujer","Vacaciones/placer","Amigos","Transporte público","No es de conexion",177
"Interjet","JFK","LAX",9,7,2023,"Mujer","Trabajo","Casa","Transporte público","No es de conexion",119
"Aeroméxico","PDX","JFK",16,6,2023,"Prefiero no decirlo","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",185
"Volaris","GDL","JFK",4,1,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","No es de conexion",34
"Aeromar","PDX","GDL",22,10,2023,"Mujer","Vuelta a casa","Casa","Recogida","Es de conexion",197
"Interjet","LAX","SJC",2,6,2023,"Mujer","Vacaciones/placer","Amigos","Recogida","Es de conexion",208
"VivaAerobus","PDX","SJC",11,8,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Taxi del aeropuerto","No es de conexion",67
"Aeroméxico","GDL","SJC",20,9,2023,"Prefiero no decirlo","Trabajo","Casa","Taxi del aeropuerto","Es de conexion",193
"Aeromar","GDL","PDX",16,9,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Renta de autos","No es de conexion",223
"Volaris","PDX","LAX",9,2,2023,"Hombre","Vacaciones/placer","Amigos","Auto propio","No es de conexion",134
"Aeroméxico","JFK","GDL",21,1,2023,"Mujer","Trabajo","Amigos","Renta de autos","No es de conexion",158
"Aeromar","PDX","JFK",9,10,2023,"Hombre","Trabajo","Casa","Auto propio","Es de conexion",158
"Volaris","LAX","PDX",12,12,2023,"Mujer","Vuelta a casa","Amigos","Transporte público","No es de conexion",141
"VivaAerobus","PDX","JFK",15,5,2023,"Mujer","Vacaciones/placer","Casa","Auto propio","Es de conexion",189
"VivaAerobus","GDL","LAX",9,5,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Auto propio","Es de conexion",45
"VivaAerobus","SJC","GDL",6,12,2023,"Mujer","Vuelta a casa","Amigos","Transporte público","Es de conexion",117
"Interjet","LAX","JFK",19,10,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Transporte público","No es de conexion",116
"VivaAerobus","LAX","PDX",29,1,2023,"Hombre","Trabajo","Amigos","Taxi del aeropuerto","Es de conexion",178
"Interjet","PDX","GDL",26,5,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","No es de conexion",111
"Interjet","GDL","SJC",16,5,2023,"Mujer","Vuelta a casa","Hotel","Recogida","No es de conexion",227
"Volaris","PDX","SJC",21,3,2023,"Mujer","Vacaciones/placer","Casa","Renta de autos","Es de conexion",157
"Interjet","GDL","LAX",13,8,2023,"Prefiero no decirlo","Trabajo","Casa","Auto propio","No es de conexion",39
"Aeromar","PDX","GDL",28,8,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Renta de autos","Es de conexion",106
"Aeroméxico","GDL","LAX",14,2,2023,"Mujer","Vacaciones/placer","Amigos","Auto propio","Es de conexion",115
"Volaris","GDL","LAX",7,5,2023,"Hombre","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",51
"VivaAerobus","LAX","GDL",25,8,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",72
"Interjet","PDX","LAX",22,9,2023,"Mujer","Vuelta a casa","Hotel","Recogida","Es de conexion",196
"Aeromar","LAX","GDL",9,3,2023,"Hombre","Vuelta a casa","Amigos","Recogida","Es de conexion",117
"Volaris","SJC","GDL",16,8,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Transporte público","No es de conexion",142
"VivaAerobus","LAX","PDX",24,4,2023,"Prefiero no decirlo","Trabajo","Casa","Renta de autos","No es de conexion",120
"Aeromar","LAX","SJC",19,10,2023,"Prefiero no decirlo","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",128
"Aeromar","SJC","LAX",18,3,2023,"Mujer","Vuelta a casa","Casa","Taxi del aeropuerto","Es de conexion",220
"Interjet","PDX","SJC",16,8,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Renta de autos","No es de conexion",61
"Aeroméxico","JFK","PDX",7,11,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Transporte público","Es de conexion",73
"Aeroméxico","SJC","GDL",18,6,2023,"Hombre","Trabajo","Casa","Recogida","No es de conexion",207
"Volaris","SJC","JFK",17,7,2023,"Mujer","Trabajo","Casa","Auto propio","No es de conexion",43
"Interjet","JFK","LAX",15,12,2023,"Mujer","Vuelta a casa","Amigos","Transporte público","Es de conexion",120
"VivaAerobus","JFK","LAX",26,6,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",196
"Volaris","LAX","SJC",19,4,2023,"Hombre","Trabajo","Hotel","Auto propio","Es de conexion",171
"Interjet","SJC","PDX",4,9,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Recogida","No es de conexion",106
"Aeromar","LAX","SJC",5,1,2023,"Mujer","Vuelta a casa","Amigos","Renta de autos","No es de conexion",223
"VivaAerobus","PDX","GDL",26,11,2023,"Mujer","Trabajo","Amigos","Transporte público","Es de conexion",226
"Interjet","GDL","LAX",21,5,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","No es de conexion",154
"Volaris","JFK","GDL",16,7,2023,"Mujer","Trabajo","Hotel","Auto propio","Es de conexion",92
"Aeroméxico","LAX","GDL",9,4,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Auto propio","No es de conexion",39
"Aeroméxico","LAX","JFK",20,10,2023,"Hombre","Trabajo","Hotel","Renta de autos","Es de conexion",181
"Aeromar","SJC","GDL",19,10,2023,"Hombre","Vacaciones/placer","Amigos","Auto propio","Es de conexion",213
"Interjet","PDX","LAX",18,5,2023,"Mujer","Vacaciones/placer","Hotel","Transporte público","Es de conexion",105
"VivaAerobus","GDL","LAX",18,7,2023,"Prefiero no decirlo","Trabajo","Amigos","Recogida","Es de conexion",39
"Aeromar","JFK","SJC",3,10,2023,"Hombre","Trabajo","Hotel","Renta de autos","Es de conexion",142
"Aeromar","PDX","GDL",17,11,2023,"Hombre","Vacaciones/placer","Casa","Transporte público","No es de conexion",118
"Aeromar","SJC","PDX",26,12,2023,"Hombre","Vuelta a casa","Hotel","Taxi del aeropuerto","Es de conexion",95
"Volaris","GDL","PDX",25,4,2023,"Hombre","Vacaciones/placer","Casa","Taxi del aeropuerto","No es de conexion",238
"Interjet","PDX","LAX",14,4,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","Es de conexion",44
"Aeromar","LAX","JFK",15,3,2023,"Hombre","Trabajo","Casa","Taxi del aeropuerto","Es de conexion",33
"Interjet","GDL","JFK",27,11,2023,"Prefiero no decirlo","Trabajo","Amigos","Auto propio","No es de conexion",120
"Aeroméxico","PDX","LAX",6,10,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Recogida","Es de conexion",116
"Aeroméxico","JFK","PDX",27,7,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Transporte público","No es de conexion",41
"Aeromar","LAX","SJC",5,12,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Recogida","Es de conexion",203
"Volaris","LAX","PDX",7,11,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Taxi del aeropuerto","Es de conexion",169
"VivaAerobus","SJC","PDX",28,3,2023,"Mujer","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",117
"VivaAerobus","JFK","LAX",16,4,2023,"Mujer","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",32
"Aeroméxico","JFK","LAX",7,8,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","Es de conexion",72
"Interjet","JFK","SJC",23,5,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Renta de autos","No es de conexion",151
"Aeroméxico","GDL","LAX",22,9,2023,"Hombre","Trabajo","Casa","Transporte público","No es de conexion",202
"Aeroméxico","JFK","PDX",29,1,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Recogida","No es de conexion",225
"Aeroméxico","JFK","SJC",19,5,2023,"Mujer","Trabajo","Hotel","Renta de autos","No es de conexion",108
"Aeromar","PDX","JFK",16,6,2023,"Hombre","Trabajo","Hotel","Auto propio","Es de conexion",153
"VivaAerobus","SJC","JFK",8,8,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Transporte público","No es de conexion",180
"Volaris","JFK","PDX",20,12,2023,"Mujer","Vacaciones/placer","Amigos","Recogida","Es de conexion",93
"Interjet","JFK","LAX",17,10,2023,"Mujer","Vuelta a casa","Amigos","Taxi del aeropuerto","Es de conexion",172
"Volaris","LAX","GDL",2,8,2023,"Hombre","Trabajo","Casa","Taxi del aeropuerto","Es de conexion",218
"Interjet","JFK","GDL",8,1,2023,"Mujer","Vacaciones/placer","Casa","Recogida","Es de conexion",176
"Volaris","LAX","JFK",27,6,2023,"Mujer","Vuelta a casa","Casa","Taxi del aeropuerto","No es de conexion",58
"Volaris","PDX","SJC",14,12,2023,"Mujer","Vacaciones/placer","Casa","Recogida","No es de conexion",68
"Aeroméxico","SJC","LAX",26,6,2023,"Hombre","Vuelta a casa","Hotel","Renta de autos","No es de conexion",222
"Aeroméxico","PDX","LAX",9,10,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Renta de autos","No es de conexion",136
"VivaAerobus","GDL","PDX",28,2,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",189
"Aeroméxico","SJC","GDL",16,4,2023,"Hombre","Vacaciones/placer","Hotel","Auto propio","No es de conexion",179
"Volaris","PDX","JFK",20,9,2023,"Mujer","Vuelta a casa","Casa","Transporte público","Es de conexion",121
"Interjet","LAX","GDL",24,8,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","Es de conexion",127
"Interjet","JFK","LAX",8,4,2023,"Mujer","Vuelta a casa","Hotel","Renta de autos","Es de conexion",155
"Volaris","SJC","GDL",25,2,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Recogida","Es de conexion",132
"Aeroméxico","JFK","GDL",15,8,2023,"Hombre","Vacaciones/placer","Hotel","Recogida","No es de conexion",125
"Aeromar","LAX","PDX",15,11,2023,"Hombre","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",166
"Aeromar","PDX","SJC",22,8,2023,"Prefiero no decirlo","Trabajo","Casa","Renta de autos","Es de conexion",225
"Aeroméxico","SJC","PDX",25,2,2023,"Hombre","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",51
"VivaAerobus","SJC","LAX",17,3,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Renta de autos","No es de conexion",36
"Interjet","JFK","LAX",23,6,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","Es de conexion",126
"Interjet","LAX","GDL",22,10,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Auto propio","No es de conexion",178
"Aeroméxico","LAX","SJC",8,3,2023,"Hombre","Trabajo","Casa","Recogida","No es de conexion",220
"Interjet","PDX","JFK",29,8,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Renta de autos","Es de conexion",126
"Aeromar","SJC","LAX",11,3,2023,"Hombre","Trabajo","Casa","Transporte público","Es de conexion",112
"Interjet","PDX","SJC",3,9,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","No es de conexion",167
"Aeroméxico","JFK","SJC",29,6,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","Es de conexion",224
"Volaris","GDL","SJC",13,10,2023,"Prefiero no decirlo","Trabajo","Casa","Recogida","Es de conexion",221
"Interjet","SJC","PDX",25,8,2023,"Mujer","Vuelta a casa","Hotel","Recogida","No es de conexion",133
"Aeromar","SJC","GDL",12,9,2023,"Hombre","Vuelta a casa","Amigos","Taxi del aeropuerto","Es de conexion",164
"VivaAerobus","GDL","LAX",23,4,2023,"Prefiero no decirlo","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",83
"Aeroméxico","LAX","JFK",24,11,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Transporte público","Es de conexion",168
"Aeroméxico","GDL","SJC",9,1,2023,"Hombre","Vacaciones/placer","Amigos","Auto propio","No es de conexion",239
"Aeroméxico","SJC","PDX",20,9,2023,"Hombre","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",162
"Volaris","PDX","JFK",15,2,2023,"Prefiero no decirlo","Trabajo","Amigos","Recogida","No es de conexion",149
